"Time (s)","Profile 1","Profile 2","Profile 3","..."
"0.0","0","1","1","1","1","1","1","1","1","1"
"0.23199987411499023","0","1","1","1","1","1","1","1","1","1"
"0.4799997806549072","0","1","1","1","1","1","1","1","1","1"
"0.7319998741149902","0","1","1","1","1","1","1","1","1","1"
"1.0399999618530273","0","1","1","1","1","1","1","1","1","1"
"1.2319998741149902","0","1","1","1","1","1","1","1","1","1"
"1.501999855041504","0","1","1","1","1","1","1","1","1","1"
"1.7629997730255127","0","1","1","1","1","1","1","1","1","1"
"2.0219998359680176","0","1","1","1","1","1","1","1","1","1"
"2.2719998359680176","0","1","1","1","1","1","1","1","1","1"
"2.5299999713897705","0","1","1","1","1","1","1","1","1","1"
"2.7859997749328613","0","1","1","1","1","1","1","1","1","1"
"3.0460000038146973","0","1","1","1","1","1","1","1","1","1"
"3.297999858856201","0","1","1","1","1","1","1","1","1","1"
"3.551999807357788","0","1","1","1","1","1","1","1","1","1"
"3.807999849319458","0","0","1","1","1","1","1","1","1","1"
"4.081999778747559","0","1","1","1","1","1","1","1","1","1"
"4.281999826431274","0","1","1","1","1","1","1","1","1","1"
"4.551999807357788","0","1","1","1","1","1","1","1","1","1"
"4.815999984741211","0","1","1","1","1","1","1","1","1","1"
"5.071999788284302","0","1","1","1","1","1","1","1","1","1"
"5.323999881744385","0","1","1","1","1","1","1","1","1","1"
"5.5299999713897705","0","1","1","1","1","1","1","1","1","1"
"5.797999858856201","0","1","1","1","1","1","1","1","1","1"
"6.056999921798706","0","1","1","1","1","1","1","1","1","1"
"6.331999778747559","0","1","1","1","1","1","1","1","1","1"
"6.598999977111816","0","1","1","1","1","1","1","1","1","1"
"6.8349997997283936","0","1","1","1","1","1","1","1","1","1"
"7.102999925613403","0","1","1","1","1","1","1","1","1","1"
"7.303999900817871","0","1","1","1","1","1","1","1","1","1"
"7.56499981880188","0","1","1","1","1","1","1","1","1","1"
"7.8399999141693115","0","1","1","1","1","1","1","1","1","1"
"8.092000007629395","0","1","1","1","1","1","1","1","1","1"
"8.339999914169312","0","1","1","1","1","1","1","1","1","1"
"8.58899998664856","0","1","1","1","1","1","1","1","1","1"
"8.852999925613403","0","1","1","1","1","1","1","1","1","1"
"9.123999834060669","0","1","1","1","1","1","1","1","1","1"
"9.377999782562256","0","1","1","1","1","1","1","1","1","1"
"9.632999897003174","0","1","1","1","1","1","1","1","1","1"
"9.888999938964844","0","1","1","1","1","1","1","1","1","1"
"10.07099986076355","0","1","1","1","1","1","1","1","1","1"
"10.342000007629395","0","1","1","1","1","1","1","1","1","1"
"10.619999885559082","0","1","1","1","1","1","1","1","1","1"
"10.891999959945679","0","1","1","1","1","1","1","1","1","1"
"11.095999956130981","0","1","1","1","1","1","1","1","1","1"
"11.354999780654907","0","1","1","1","1","1","1","1","1","1"
"11.613999843597412","0","0","1","1","1","1","1","1","1","1"
"11.889999866485596","0","0","1","1","1","1","1","1","1","1"
"12.145999908447266","0","1","1","1","1","1","1","1","1","1"
