"Time (s)","Label","Diameter","P1","P2","max_percent"
"32.8","Test","200.5","-","155.75","195.0","nan","nan"
"40.8","Test","204.4","101.9","159.0","195.0","nan","nan"
"64.2","Test","150.6","75.1","103.5","195.0","nan","nan"
